Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,year,cost_rank
2,Switzerland,123.1,55.1,90.4,123.9,119.1,178.7,2016,2
3,Bahamas,107.5,38.2,74.2,107.1,88.4,59.0,2016,3
4,Norway,99.8,37.0,69.6,93.3,110.8,125.8,2016,4
5,Iceland,96.5,35.4,67.1,91.4,98.8,94.0,2016,5
6,Denmark,84.9,30.8,58.9,69.2,97.9,142.1,2016,6
7,Singapore,83.7,73.9,79.0,75.8,53.8,110.5,2016,7
8,Luxembourg,82.0,48.9,66.1,69.2,90.3,154.4,2016,8
9,Kuwait,81.6,38.3,60.8,96.1,46.0,113.6,2016,9
11,Japan,81.3,29.8,56.5,86.9,47.4,117.6,2016,11
12,United Kingdom,81.0,36.3,59.5,68.5,86.7,120.0,2016,12
13,Australia,78.5,41.0,60.4,74.7,74.8,147.3,2016,13
14,New Zealand,78.2,29.7,54.9,72.1,75.4,115.5,2016,14
15,Ireland,78.0,37.9,58.7,66.6,82.3,125.7,2016,15
16,Israel,75.7,26.8,52.2,65.7,77.3,115.5,2016,16
17,Sweden,75.7,25.2,51.4,67.9,79.2,128.2,2016,16
18,Belgium,75.4,31.4,54.3,67.2,82.9,106.7,2016,18
19,France,75.3,26.2,51.7,69.6,73.5,118.5,2016,19
20,Finland,75.2,27.0,52.1,66.6,76.8,132.9,2016,20
21,United States,74.1,38.4,56.9,75.7,69.1,139.2,2016,21
22,South Korea,73.2,34.4,54.5,86.2,41.2,120.6,2016,22
23,Netherlands,72.1,31.8,52.7,56.1,80.7,129.3,2016,23
24,Qatar,70.0,74.5,72.2,59.5,69.3,141.9,2016,24
25,Italy,68.8,21.5,46.0,58.6,75.3,105.7,2016,25
26,Puerto Rico,66.7,19.7,44.1,65.9,58.7,108.3,2016,26
27,Austria,66.6,26.2,47.2,61.7,62.6,120.5,2016,27
28,United Arab Emirates,66.1,68.3,67.1,57.2,59.8,136.4,2016,28
29,Germany,65.5,24.0,45.6,53.1,60.7,147.6,2016,29
30,Canada,64.8,26.8,46.6,65.0,60.0,134.8,2016,30
31,Argentina,64.1,18.1,42.0,52.5,64.2,74.9,2016,31
33,Ghana,63.4,53.3,58.6,59.3,51.9,18.4,2016,33
34,Lebanon,63.1,35.1,49.6,48.8,59.7,66.6,2016,34
35,Malta,61.4,20.2,41.6,51.9,66.6,82.8,2016,35
38,Costa Rica,57.8,16.1,37.8,56.9,46.5,67.6,2016,38
39,Cyprus,57.0,13.1,35.9,48.0,59.7,93.8,2016,39
40,Spain,56.1,18.9,38.2,46.0,57.0,105.3,2016,40
42,Jamaica,55.7,12.6,35.0,54.1,38.7,48.8,2016,42
43,Trinidad And Tobago,55.7,22.4,39.7,53.8,48.6,68.2,2016,42
44,Uruguay,55.6,15.8,36.5,48.1,52.8,50.6,2016,44
45,Zimbabwe,54.5,14.6,35.3,46.0,45.4,36.4,2016,45
46,Greece,54.4,9.5,32.8,44.7,55.1,79.3,2016,46
47,Oman,53.1,24.7,39.5,47.1,43.9,148.2,2016,47
48,Jordan,53.1,12.0,33.4,43.8,52.4,50.9,2016,47
49,Palestine,52.9,9.2,31.9,49.8,38.0,53.5,2016,49
50,Panama,52.6,30.5,42.0,55.3,40.4,48.1,2016,50
51,Slovenia,52.2,14.7,34.2,42.8,42.8,89.8,2016,51
54,Dominican Republic,51.4,12.1,32.5,48.0,39.3,36.4,2016,54
55,Iraq,50.6,17.4,34.6,42.1,45.9,57.2,2016,55
56,Portugal,49.8,15.3,33.2,40.6,41.6,75.5,2016,56
57,Tanzania,49.5,25.7,38.1,42.8,35.7,53.9,2016,57
58,Estonia,48.9,13.5,31.9,38.5,44.1,77.4,2016,58
59,Croatia,48.2,9.7,29.7,40.7,37.6,67.9,2016,59
60,Bahrain,48.2,33.7,41.2,44.1,48.6,101.0,2016,59
61,China,48.1,23.2,36.1,53.3,29.3,77.4,2016,61
62,Mauritius,47.9,15.1,32.1,44.1,37.2,71.9,2016,62
63,Honduras,47.8,9.6,29.5,44.3,33.5,70.7,2016,63
64,Saudi Arabia,47.6,13.8,31.3,41.8,30.0,167.9,2016,64
65,Cambodia,47.3,12.4,30.5,52.2,22.6,16.4,2016,65
66,Nigeria,47.2,22.9,35.5,42.7,35.8,48.9,2016,66
67,Latvia,47.1,12.7,30.6,36.3,40.4,61.5,2016,67
68,Lithuania,45.6,12.4,29.6,37.3,35.4,61.3,2016,68
70,Turkey,45.1,10.5,28.4,39.9,31.9,64.1,2016,70
71,Slovakia,45.0,15.0,30.6,40.6,31.8,68.8,2016,71
73,Ecuador,44.3,12.1,28.8,43.4,27.9,47.6,2016,73
75,Guatemala,44.1,11.4,28.4,41.8,33.0,51.6,2016,75
76,Chile,43.9,13.1,29.1,38.5,36.2,78.4,2016,76
78,El Salvador,42.6,9.8,26.8,38.4,28.8,43.2,2016,78
79,Czech Republic,41.8,14.4,28.7,36.5,28.3,89.9,2016,79
80,Hungary,41.3,10.5,26.5,33.2,30.8,56.3,2016,80
81,Iran,41.1,16.4,29.2,38.6,35.1,47.7,2016,81
82,Thailand,40.0,15.2,28.1,43.8,20.2,40.1,2016,82
83,Kenya,39.8,12.7,26.8,37.9,29.1,31.1,2016,83
86,Vietnam,39.5,13.9,27.2,39.5,18.2,25.9,2016,86
87,Montenegro,39.5,9.2,24.9,31.8,35.8,52.5,2016,86
88,Belarus,39.4,13.2,26.9,32.4,49.3,39.2,2016,88
89,Brazil,38.9,12.3,26.1,29.9,31.5,48.7,2016,89
90,Poland,38.5,13.5,26.5,30.8,31.7,80.8,2016,90
91,Russia,38.5,17.1,28.2,32.2,42.1,57.4,2016,90
92,Peru,38.0,13.1,26.0,35.5,25.2,47.5,2016,92
94,Malaysia,37.5,11.1,24.8,37.5,19.8,96.3,2016,94
95,Bolivia,37.4,10.0,24.3,30.6,24.4,54.0,2016,95
96,Egypt,36.7,9.6,23.7,33.1,31.8,40.3,2016,96
97,Bulgaria,36.4,8.5,22.9,30.9,29.9,59.2,2016,97
98,Indonesia,36.3,9.9,23.6,40.9,18.4,35.5,2016,98
99,Morocco,35.6,9.7,23.1,31.7,24.0,48.7,2016,99
100,Bangladesh,35.5,5.3,21.0,32.6,21.3,44.5,2016,100
101,Armenia,35.5,9.8,23.1,28.3,31.0,33.1,2016,100
102,Mexico,35.0,9.9,22.9,33.7,28.2,76.5,2016,102
103,Romania,34.8,8.6,22.2,28.8,29.2,61.9,2016,103
104,South Africa,34.7,13.2,24.4,29.2,32.3,126.1,2016,104
105,Philippines,34.7,6.7,21.3,34.6,18.6,42.9,2016,104
106,Bosnia And Herzegovina,34.6,5.8,20.8,29.8,24.1,60.6,2016,106
107,Sri Lanka,34.1,8.6,21.9,38.5,21.2,33.0,2016,107
108,Albania,33.8,7.1,21.0,27.3,27.6,43.6,2016,108
109,Serbia,33.6,6.7,20.6,25.8,25.6,49.6,2016,109
111,North Macedonia,31.0,5.9,19.0,26.1,21.2,46.7,2016,111
112,Tunisia,30.7,7.1,19.3,29.9,18.3,46.2,2016,112
113,Colombia,29.2,9.5,19.7,24.7,20.9,46.0,2016,113
114,Azerbaijan,28.9,11.1,20.4,24.2,28.4,41.1,2016,114
115,Algeria,28.9,7.1,18.4,30.5,18.8,49.5,2016,114
116,Georgia,28.7,10.6,20.0,24.6,26.9,30.9,2016,116
117,Ukraine,28.6,9.5,19.4,22.4,22.7,29.7,2016,117
118,Nepal,27.3,3.0,15.6,25.0,14.4,31.2,2016,118
119,Kazakhstan,26.8,9.5,18.5,21.5,27.6,59.3,2016,119
120,Pakistan,26.7,4.7,16.1,25.4,20.6,43.3,2016,120
121,Moldova,25.7,7.1,16.8,20.4,18.6,32.0,2016,121
122,India,24.1,6.4,15.6,24.9,15.3,89.6,2016,122
2,Switzerland,122.1,56.6,90.7,122.7,119.8,95.3,2017,2
3,Iceland,111.7,46.5,80.5,103.9,119.7,77.6,2017,3
4,Norway,106.3,39.9,74.5,98.3,117.1,105.6,2017,4
5,Bahamas,104.0,40.6,73.6,103.5,90.0,34.8,2017,5
7,Japan,85.3,27.6,57.6,89.9,47.8,102.5,2017,7
8,Italy,83.7,21.5,53.9,73.9,76.2,71.8,2017,8
9,Denmark,83.0,35.0,60.0,63.8,101.0,98.8,2017,9
10,Singapore,82.4,70.2,76.6,71.7,58.3,92.7,2017,10
11,New Zealand,80.8,33.8,58.3,73.1,77.5,89.9,2017,11
12,Australia,80.7,42.5,62.4,76.9,77.1,101.9,2017,12
14,Israel,77.7,28.4,54.1,65.4,81.4,94.5,2017,14
15,Luxembourg,77.3,49.9,64.2,65.9,87.3,97.4,2017,15
16,Ireland,77.0,40.6,59.6,62.2,81.4,103.5,2017,16
17,Sweden,75.9,26.9,52.4,67.9,78.3,107.2,2017,17
18,United States,75.4,40.3,58.6,75.6,70.0,123.2,2017,19
19,South Korea,75.4,22.0,49.8,88.5,44.6,102.4,2017,19
20,Belgium,75.4,29.6,53.4,65.8,82.3,91.0,2017,19
21,Kuwait,75.2,37.8,57.3,81.4,45.8,69.7,2017,21
22,France,74.9,24.8,50.9,69.5,72.9,87.3,2017,22
23,Finland,73.1,27.0,51.0,61.5,76.4,115.0,2017,23
24,Netherlands,72.5,32.4,53.3,55.9,82.3,86.5,2017,24
25,Austria,71.5,25.9,49.6,65.9,66.9,95.7,2017,25
26,Uruguay,70.3,18.6,45.5,56.8,67.6,32.9,2017,26
27,Canada,70.2,29.8,50.8,69.3,65.6,108.0,2017,27
28,Puerto Rico,69.6,19.5,45.6,66.8,63.3,83.0,2017,28
29,United Kingdom,69.5,31.0,51.0,55.8,76.8,96.9,2017,29
30,Qatar,69.2,66.8,68.1,56.1,72.7,111.3,2017,30
31,United Arab Emirates,68.0,68.8,68.4,55.4,63.9,116.8,2017,31
32,Germany,65.5,25.4,46.3,50.1,62.6,124.9,2017,32
33,Malta,62.8,23.2,43.8,52.8,66.9,68.1,2017,33
35,Lebanon,61.7,30.9,46.9,46.9,60.2,53.6,2017,35
37,Ghana,60.5,46.7,53.9,56.3,43.4,14.5,2017,37
38,Jordan,59.2,12.5,36.8,50.2,56.2,42.3,2017,38
39,Costa Rica,58.6,18.8,39.5,57.6,45.4,53.6,2017,39
40,Bahrain,57.8,31.6,45.3,55.5,49.2,94.8,2017,40
41,Jamaica,56.9,11.9,35.3,56.0,39.0,36.6,2017,41
42,Panama,56.9,31.9,44.9,57.4,47.4,38.5,2017,41
43,Trinidad And Tobago,56.2,21.1,39.4,53.5,51.9,57.1,2017,43
44,Greece,55.9,10.2,34.0,45.0,54.6,58.2,2017,44
47,Spain,55.0,18.8,37.7,44.7,53.7,87.9,2017,47
48,Cyprus,54.1,12.3,34.0,44.1,58.0,95.9,2017,48
49,Palestine,53.5,10.3,32.8,50.0,37.8,50.5,2017,49
50,Slovenia,53.2,14.1,34.5,43.5,43.1,78.2,2017,50
52,Brazil,53.1,15.5,35.1,41.6,42.3,42.4,2017,51
53,Oman,52.6,27.9,40.8,49.3,51.3,111.9,2017,53
54,Argentina,52.6,13.9,34.0,44.1,50.4,58.4,2017,53
55,Dominican Republic,52.1,12.5,33.1,46.9,42.3,29.1,2017,55
56,Zimbabwe,51.6,13.6,33.4,44.7,40.0,27.2,2017,56
57,Mauritius,50.4,12.6,32.3,43.3,35.8,50.8,2017,57
58,Chile,50.1,15.4,33.5,43.2,44.4,61.3,2017,58
59,Estonia,49.5,14.0,32.5,36.7,46.8,68.5,2017,59
60,Portugal,49.2,16.8,33.7,39.1,41.2,62.7,2017,60
61,Tanzania,48.5,22.8,36.2,37.6,33.5,41.9,2017,61
62,Saudi Arabia,48.4,14.4,32.1,40.5,30.2,138.1,2017,62
63,Croatia,48.0,10.1,29.8,39.9,37.5,60.7,2017,63
64,Latvia,47.8,12.1,30.7,36.7,41.2,52.5,2017,64
65,Honduras,47.4,11.6,30.2,39.4,36.3,37.5,2017,65
66,Iraq,47.0,15.2,31.8,39.2,44.4,55.1,2017,66
67,Cambodia,46.8,14.5,31.3,50.6,22.1,16.6,2017,67
68,Lithuania,46.7,13.3,30.7,36.2,40.1,51.7,2017,68
70,Ecuador,46.1,12.4,30.0,44.9,30.4,37.8,2017,70
71,Guatemala,46.0,14.3,30.8,43.9,32.6,48.2,2017,71
72,El Salvador,45.9,9.4,28.4,41.2,35.2,29.7,2017,72
75,Slovakia,44.9,16.5,31.3,38.8,33.2,64.7,2017,75
76,China,44.8,18.7,32.3,47.7,29.7,67.8,2017,76
78,Thailand,43.7,14.9,29.9,48.3,21.4,34.3,2017,78
79,South Africa,43.1,16.3,30.3,36.3,40.2,99.0,2017,79
80,Hungary,42.8,12.7,28.3,33.6,32.7,47.5,2017,80
81,Russia,42.0,17.6,30.3,33.6,43.8,48.3,2017,81
82,Czech Republic,41.2,14.8,28.6,35.8,28.0,76.2,2017,82
83,Indonesia,41.1,11.7,27.0,45.8,20.3,27.6,2017,83
84,Malaysia,40.2,11.2,26.3,42.4,20.9,73.3,2017,84
85,Vietnam,40.1,15.5,28.3,39.6,20.5,24.8,2017,85
86,Peru,39.5,17.2,28.8,36.2,25.5,41.2,2017,86
87,Montenegro,39.3,9.5,25.1,31.1,35.0,46.6,2017,87
88,Kenya,39.0,9.7,25.0,37.6,30.0,31.0,2017,88
89,Bolivia,38.7,11.1,25.4,32.1,28.0,46.7,2017,89
90,Turkey,38.6,10.6,25.2,33.5,26.4,55.6,2017,90
92,Iran,38.3,17.0,28.1,33.5,33.2,43.2,2017,91
93,Poland,38.1,13.9,26.5,29.7,31.5,71.8,2017,93
94,Nigeria,36.8,17.6,27.6,37.0,22.4,25.2,2017,94
95,Bulgaria,36.5,8.9,23.3,30.5,29.6,51.4,2017,95
96,Bangladesh,36.1,5.6,21.5,32.7,24.9,37.0,2017,96
97,Romania,35.6,9.6,23.2,29.0,30.2,53.4,2017,97
98,Morocco,35.5,10.4,23.5,31.5,23.9,41.2,2017,98
99,Bosnia And Herzegovina,35.0,6.2,21.2,29.8,24.2,51.3,2017,99
100,Philippines,34.7,7.3,21.6,33.9,19.9,36.0,2017,100
101,Colombia,34.4,10.7,23.1,28.8,25.0,37.6,2017,101
103,Armenia,33.9,9.9,22.4,26.8,31.0,32.9,2017,103
104,Belarus,33.8,12.2,23.5,27.2,37.6,36.4,2017,104
105,Serbia,33.8,7.2,21.1,25.0,27.2,40.8,2017,104
106,Sri Lanka,33.5,8.7,21.6,36.8,19.5,30.3,2017,106
107,Albania,32.4,6.3,19.9,26.1,25.1,34.5,2017,107
108,Algeria,32.4,6.8,20.1,32.5,20.1,36.7,2017,107
109,North Macedonia,30.9,6.0,19.0,25.4,20.7,39.8,2017,109
110,Kazakhstan,30.7,11.3,21.4,24.8,32.0,44.8,2017,110
111,Nepal,30.0,3.4,17.2,26.4,16.3,25.1,2017,111
112,Mexico,29.8,8.4,19.5,28.1,25.8,60.1,2017,112
113,Tunisia,28.7,6.1,17.9,27.6,16.9,40.2,2017,113
114,Moldova,28.4,7.9,18.5,22.0,20.3,29.4,2017,114
116,Azerbaijan,27.8,10.7,19.6,22.9,29.2,30.8,2017,116
117,Georgia,27.4,8.6,18.4,22.3,26.7,33.0,2017,117
118,Pakistan,27.2,5.0,16.6,24.8,21.0,39.9,2017,118
119,Ukraine,26.2,9.4,18.1,19.9,19.7,26.9,2017,119
120,India,25.1,6.8,16.3,25.2,16.4,76.7,2017,120
121,Egypt,22.4,5.0,14.1,19.0,18.6,29.4,2017,121
2,Switzerland,131.4,53.8,94.0,133.3,131.9,126.1,2018,2
3,Iceland,124.0,54.6,90.5,119.0,132.6,87.8,2018,3
4,Norway,113.7,40.9,78.6,106.5,125.0,108.0,2018,4
5,Bahamas,100.7,35.3,69.2,88.4,102.1,71.4,2018,5
6,Luxembourg,96.6,59.9,78.9,85.0,107.9,116.7,2018,6
7,Denmark,93.3,36.6,66.0,72.5,113.4,117.5,2018,7
8,Singapore,91.4,71.9,82.0,83.6,64.4,95.9,2018,8
9,Japan,86.6,25.6,57.2,91.6,49.2,107.4,2018,9
10,Israel,86.5,35.6,62.0,72.4,94.9,102.3,2018,10
11,Ireland,85.4,47.2,67.0,69.5,93.2,96.1,2018,11
12,Australia,84.3,41.8,63.8,80.7,81.6,123.0,2018,12
13,France,83.9,28.6,57.2,78.1,81.9,101.2,2018,13
14,Sweden,83.7,28.0,56.8,76.1,86.7,113.0,2018,14
15,New Zealand,83.4,33.8,59.5,77.0,79.0,98.6,2018,15
16,Belgium,83.3,28.1,56.7,72.8,93.2,98.9,2018,16
17,South Korea,82.9,23.4,54.2,99.7,49.0,109.4,2018,17
18,Netherlands,82.7,36.2,60.3,65.8,92.7,109.5,2018,18
19,Finland,81.7,29.7,56.6,68.8,86.9,119.4,2018,19
20,Austria,81.5,29.3,56.3,76.8,75.8,98.7,2018,20
21,Italy,79.1,23.1,52.1,68.0,84.7,81.1,2018,21
23,United Kingdom,75.8,33.4,55.4,61.0,83.9,108.5,2018,23
24,Germany,74.3,29.1,52.5,58.9,71.2,125.0,2018,24
25,United States,73.0,38.5,56.3,73.9,70.0,127.6,2018,25
26,Canada,72.5,30.8,52.4,71.4,68.7,118.9,2018,26
27,Malta,70.9,29.3,50.9,59.8,75.1,66.2,2018,27
28,United Arab Emirates,67.2,60.7,64.1,55.6,63.3,124.8,2018,28
29,Puerto Rico,67.0,18.7,43.7,66.3,55.7,103.8,2018,29
30,Uruguay,66.9,20.0,44.3,54.5,69.2,34.3,2018,30
32,Qatar,65.4,65.3,65.3,57.5,64.8,125.0,2018,31
33,Greece,63.2,11.8,38.4,50.9,61.7,53.8,2018,33
34,Spain,61.8,22.2,42.7,51.3,60.6,90.7,2018,34
35,Jamaica,60.6,12.5,37.4,60.2,39.7,35.3,2018,35
36,Cyprus,60.3,15.4,38.7,49.7,65.4,94.8,2018,36
37,Lebanon,60.2,27.9,44.7,46.2,58.7,56.4,2018,37
38,Ghana,59.8,32.8,46.8,54.9,37.4,16.0,2018,38
39,Slovenia,59.6,15.5,38.4,50.8,48.9,80.3,2018,39
40,Bahrain,59.6,31.0,45.8,58.0,54.2,72.3,2018,39
41,Palestine,58.2,10.3,35.1,54.4,41.8,60.2,2018,41
42,Estonia,57.6,15.8,37.5,43.8,56.8,74.8,2018,42
43,Kuwait,56.9,36.3,47.0,44.0,48.5,100.6,2018,43
44,Costa Rica,56.2,17.6,37.6,55.6,45.9,54.7,2018,44
45,Portugal,55.9,20.4,38.8,45.5,46.8,62.0,2018,45
46,Chile,55.2,16.6,36.6,47.8,51.4,54.5,2018,46
47,Jordan,55.1,12.1,34.3,46.5,52.7,43.4,2018,47
48,Croatia,55.1,12.0,34.3,46.3,43.4,59.8,2018,47
49,Mauritius,55.0,13.3,34.9,49.5,39.4,46.7,2018,49
50,Trinidad And Tobago,54.6,18.8,37.3,53.4,50.3,54.9,2018,50
51,Argentina,53.7,13.8,34.5,44.6,53.7,60.2,2018,51
52,Latvia,53.4,13.3,34.1,42.5,48.0,53.1,2018,52
53,Lithuania,53.2,15.2,34.9,41.7,48.9,57.3,2018,53
54,Panama,52.4,26.6,40.0,53.0,44.3,39.1,2018,54
55,Brazil,51.3,13.9,33.3,39.7,41.2,41.6,2018,55
56,Slovakia,50.4,18.9,35.2,43.7,37.3,67.3,2018,56
57,Czech Republic,50.1,19.1,35.1,43.6,36.0,76.3,2018,57
58,Zimbabwe,49.5,12.3,31.6,44.3,37.7,27.3,2018,58
59,Oman,49.3,20.3,35.3,46.7,46.2,99.2,2018,59
60,Thailand,48.9,17.1,33.6,54.9,23.9,38.6,2018,60
61,Hungary,48.6,15.4,32.6,38.6,37.4,50.6,2018,61
62,South Africa,48.1,17.9,33.5,40.7,45.7,99.8,2018,62
63,Dominican Republic,47.9,10.3,29.8,41.9,43.6,27.4,2018,64
64,El Salvador,47.9,11.4,30.3,46.8,36.2,30.9,2018,64
65,Saudi Arabia,47.9,13.5,31.3,42.0,32.0,131.5,2018,64
67,Guatemala,46.9,14.6,31.3,44.6,36.8,41.3,2018,67
69,Cambodia,45.9,13.6,30.3,49.3,23.1,14.9,2018,69
70,Poland,45.2,16.6,31.4,35.9,37.7,74.4,2018,70
71,Tanzania,45.0,19.0,32.4,34.5,29.4,23.1,2018,71
72,Malaysia,44.7,11.5,28.7,48.2,23.2,73.0,2018,72
73,China,44.6,18.4,31.9,47.7,29.6,72.3,2018,73
74,Montenegro,44.4,10.8,28.2,35.8,38.1,48.7,2018,74
75,Ecuador,44.3,11.2,28.3,42.9,30.8,39.4,2018,75
76,Honduras,44.3,10.6,28.1,36.6,33.0,34.9,2018,75
77,Russia,43.9,16.6,30.7,35.9,45.9,51.1,2018,77
78,Iraq,43.9,12.8,28.9,37.7,38.4,51.2,2018,77
79,Turkey,41.8,10.4,26.6,36.2,31.2,53.8,2018,79
80,Bulgaria,41.2,9.8,26.1,35.2,33.6,54.4,2018,80
81,Indonesia,39.7,8.5,24.7,43.5,19.5,37.5,2018,81
82,Romania,39.7,10.9,25.8,32.8,33.3,66.2,2018,81
83,Peru,39.6,14.4,27.5,35.9,26.3,37.1,2018,83
84,Serbia,39.6,8.4,24.6,30.0,31.5,41.8,2018,83
85,Vietnam,39.4,15.1,27.7,39.1,20.0,30.1,2018,85
86,Bosnia And Herzegovina,39.3,6.9,23.7,33.8,26.7,52.4,2018,86
87,Kenya,38.7,8.7,24.2,36.6,31.6,32.1,2018,87
88,Albania,37.9,7.3,23.1,30.9,29.1,37.0,2018,88
89,Morocco,37.1,11.5,24.7,33.3,25.8,45.1,2018,89
90,Bolivia,36.5,9.9,23.7,28.8,28.5,44.7,2018,90
91,Philippines,36.0,8.0,22.5,34.3,20.9,34.0,2018,91
92,Colombia,35.3,10.1,23.2,29.5,26.7,38.6,2018,92
93,North Macedonia,34.8,6.9,21.4,28.7,23.6,42.6,2018,93
94,Nigeria,34.7,16.0,25.6,35.8,22.1,19.6,2018,94
95,Iran,34.6,15.9,25.6,31.0,27.3,45.6,2018,95
96,Sri Lanka,34.3,8.3,21.8,38.4,19.7,29.6,2018,96
97,Kazakhstan,34.3,11.2,23.2,28.1,35.4,40.8,2018,96
98,Belarus,34.1,10.6,22.7,27.9,35.8,41.3,2018,98
99,Mexico,33.6,9.5,22.0,32.2,29.5,58.2,2018,99
100,Armenia,33.5,8.8,21.6,27.8,31.2,31.8,2018,100
101,Moldova,33.1,8.8,21.4,26.6,23.5,29.3,2018,101
103,Nepal,32.6,4.4,19.0,30.2,19.0,25.3,2018,103
105,Algeria,32.1,6.0,19.5,33.8,17.6,36.0,2018,105
106,Bangladesh,32.0,5.5,19.2,30.2,21.2,39.6,2018,106
107,Azerbaijan,30.6,9.5,20.4,27.4,30.6,28.7,2018,107
108,Georgia,29.7,9.8,20.1,24.6,29.2,35.5,2018,108
111,Tunisia,27.7,5.8,17.1,26.4,17.1,38.2,2018,111
112,India,26.9,6.8,17.2,27.5,18.3,79.3,2018,112
113,Ukraine,26.0,8.9,17.7,20.4,18.6,30.2,2018,113
114,Egypt,25.7,5.1,15.7,23.0,21.0,24.7,2018,114
115,Pakistan,25.1,5.3,15.5,23.8,19.0,41.1,2018,115
1,Switzerland,121.2,50.2,87.1,120.8,123.1,129.7,2019,1
2,Iceland,101.9,48.3,76.1,92.1,111.8,91.8,2019,2
3,Norway,101.0,37.3,70.4,92.7,111.5,103.6,2019,3
4,Bahamas,92.4,33.5,64.1,77.0,99.9,57.0,2019,4
5,Luxembourg,86.1,55.6,71.5,75.1,96.1,106.3,2019,5
6,Japan,83.3,28.0,56.7,83.6,48.8,103.1,2019,6
7,Denmark,81.4,32.9,58.1,63.6,95.1,114.4,2019,7
9,South Korea,76.9,22.2,50.7,89.7,44.8,103.4,2019,9
10,Ireland,75.3,41.8,59.2,59.1,82.6,95.1,2019,10
11,France,74.9,26.2,51.5,68.3,75.4,91.6,2019,11
12,Netherlands,74.8,34.7,55.6,58.8,83.5,102.5,2019,12
13,Israel,74.3,29.4,52.7,61.9,80.8,92.5,2019,13
14,Belgium,73.0,25.8,50.3,60.9,83.4,95.1,2019,14
15,Finland,72.8,26.1,50.4,60.0,77.9,112.3,2019,15
16,New Zealand,72.6,31.6,52.9,65.7,68.8,101.1,2019,16
17,Australia,72.1,35.5,54.5,66.9,70.7,122.9,2019,17
18,Austria,71.8,27.6,50.6,65.6,70.1,96.7,2019,18
19,Sweden,71.6,26.0,49.7,63.5,75.0,111.4,2019,19
20,United States,69.9,39.0,55.1,67.4,69.3,122.0,2019,20
21,Singapore,69.8,53.1,61.8,57.5,46.7,103.8,2019,21
22,Italy,69.2,21.7,46.4,58.3,75.7,77.5,2019,22
23,Germany,67.6,26.8,48.0,54.3,63.6,116.2,2019,23
24,United Kingdom,65.3,28.6,47.7,51.9,72.4,105.7,2019,24
25,Canada,65.0,28.3,47.4,62.4,61.8,109.4,2019,25
26,Puerto Rico,63.8,18.0,41.8,61.7,54.8,98.4,2019,26
27,Malta,63.3,28.7,46.7,51.2,67.3,59.7,2019,27
29,Qatar,59.1,46.6,53.1,47.7,61.9,138.3,2019,29
30,Jamaica,58.8,14.7,37.6,58.8,42.3,34.7,2019,30
31,Lebanon,58.1,26.9,43.1,43.3,56.8,54.0,2019,31
32,Uruguay,57.3,16.2,37.6,45.1,56.3,47.8,2019,32
33,Bahrain,56.7,29.6,43.7,51.2,52.2,74.6,2019,33
34,Greece,56.7,10.8,34.6,43.7,54.8,49.6,2019,33
35,United Arab Emirates,56.2,41.0,48.9,43.2,53.9,119.6,2019,35
