rank,country,crime_index,safety_index,year,safety_tier,crime_yoy
6,Afghanistan,73.9,26.1,2017,Unsafe,
5,Afghanistan,76.6,23.4,2019,Very Unsafe,2.6999999999999886
4,Afghanistan,76.2,23.8,2020,Very Unsafe,-0.3999999999999915
4,Afghanistan,76.4,23.6,2021,Very Unsafe,0.20000000000000284
3,Afghanistan,77.0,23.0,2022,Very Unsafe,0.5999999999999943
3,Afghanistan,78.6,21.4,2023,Very Unsafe,1.5999999999999943
3,Afghanistan,78.3,21.7,2024,Very Unsafe,-0.29999999999999716
4,Afghanistan,75.1,24.9,2025,Very Unsafe,-3.200000000000003
48,Albania,48.2,51.8,2016,Moderate,
65,Albania,44.3,55.7,2017,Safe,-3.9000000000000057
68,Albania,39.9,60.1,2018,Safe,-4.399999999999999
71,Albania,40.3,59.7,2019,Safe,0.3999999999999986
81,Albania,39.5,60.5,2020,Safe,-0.7999999999999972
79,Albania,41.6,58.4,2021,Safe,2.1000000000000014
71,Albania,46.1,53.9,2022,Moderate,4.5
75,Albania,45.7,54.3,2023,Moderate,-0.3999999999999986
76,Albania,45.6,54.4,2024,Moderate,-0.10000000000000142
80,Albania,44.7,55.3,2025,Safe,-0.8999999999999986
24,Algeria,57.6,42.4,2016,Moderate,
49,Algeria,49.6,50.4,2017,Moderate,-8.0
33,Algeria,50.7,49.3,2018,Moderate,1.1000000000000014
43,Algeria,48.3,51.7,2019,Moderate,-2.4000000000000057
41,Algeria,49.8,50.2,2020,Moderate,1.5
42,Algeria,51.9,48.1,2021,Moderate,2.1000000000000014
42,Algeria,53.8,46.2,2022,Moderate,1.8999999999999986
49,Algeria,52.6,47.4,2023,Moderate,-1.1999999999999957
50,Algeria,52.2,47.8,2024,Moderate,-0.3999999999999986
48,Algeria,52.6,47.4,2025,Moderate,0.3999999999999986
146,Andorra,12.9,87.1,2024,Very Safe,
147,Andorra,15.3,84.7,2025,Very Safe,2.4000000000000004
16,Angola,65.5,34.5,2017,Unsafe,
15,Angola,65.0,35.0,2020,Unsafe,-0.5
12,Angola,66.6,33.4,2021,Unsafe,1.5999999999999943
14,Angola,66.4,33.6,2022,Unsafe,-0.19999999999998863
14,Angola,65.4,34.6,2023,Unsafe,-1.0
13,Angola,66.5,33.5,2024,Unsafe,1.0999999999999943
13,Angola,66.3,33.7,2025,Unsafe,-0.20000000000000284
17,Argentina,63.3,36.7,2016,Unsafe,
22,Argentina,62.6,37.4,2017,Unsafe,-0.6999999999999957
17,Argentina,61.8,38.2,2018,Unsafe,-0.8000000000000043
17,Argentina,62.6,37.4,2019,Unsafe,0.8000000000000043
21,Argentina,61.8,38.2,2020,Unsafe,-0.8000000000000043
18,Argentina,63.3,36.7,2021,Unsafe,1.5
16,Argentina,64.1,35.9,2022,Unsafe,0.7999999999999972
18,Argentina,64.3,35.7,2023,Unsafe,0.20000000000000284
18,Argentina,64.2,35.8,2024,Unsafe,-0.09999999999999432
20,Argentina,63.4,36.6,2025,Unsafe,-0.8000000000000043
93,Armenia,31.1,68.9,2016,Safe,
107,Armenia,27.1,72.9,2017,Very Safe,-4.0
98,Armenia,28.3,71.7,2018,Very Safe,1.1999999999999993
108,Armenia,22.0,78.0,2019,Very Safe,-6.300000000000001
120,Armenia,21.6,78.4,2020,Very Safe,-0.3999999999999986
125,Armenia,23.3,76.7,2021,Very Safe,1.6999999999999993
134,Armenia,22.1,77.9,2022,Very Safe,-1.1999999999999993
136,Armenia,22.0,78.0,2023,Very Safe,-0.10000000000000142
139,Armenia,22.4,77.6,2024,Very Safe,0.3999999999999986
140,Armenia,22.1,77.9,2025,Very Safe,-0.29999999999999716
63,Australia,43.1,56.9,2016,Safe,
69,Australia,42.4,57.6,2017,Safe,-0.7000000000000028
59,Australia,42.5,57.5,2018,Safe,0.10000000000000142
61,Australia,42.8,57.2,2019,Safe,0.29999999999999716
72,Australia,41.4,58.6,2020,Safe,-1.3999999999999986
76,Australia,42.4,57.6,2021,Safe,1.0
80,Australia,43.8,56.2,2022,Safe,1.3999999999999986
76,Australia,45.5,54.5,2023,Moderate,1.7000000000000028
66,Australia,47.1,52.9,2024,Moderate,1.6000000000000014
67,Australia,47.3,52.7,2025,Moderate,0.19999999999999574
109,Austria,24.1,75.9,2016,Very Safe,
122,Austria,19.2,80.8,2017,Very Safe,-4.900000000000002
110,Austria,20.4,79.6,2018,Very Safe,1.1999999999999993
111,Austria,21.4,78.6,2019,Very Safe,1.0
116,Austria,23.7,76.3,2020,Very Safe,2.3000000000000007
121,Austria,25.2,74.8,2021,Very Safe,1.5
123,Austria,26.1,73.9,2022,Very Safe,0.9000000000000021
120,Austria,27.3,72.7,2023,Very Safe,1.1999999999999993
120,Austria,29.3,70.7,2024,Very Safe,2.0
118,Austria,29.5,70.5,2025,Very Safe,0.1999999999999993
87,Azerbaijan,32.4,67.6,2016,Safe,
108,Azerbaijan,27.1,72.9,2017,Very Safe,-5.299999999999997
92,Azerbaijan,30.5,69.5,2018,Safe,3.3999999999999986
92,Azerbaijan,31.7,68.3,2019,Safe,1.1999999999999993
98,Azerbaijan,31.6,68.4,2020,Safe,-0.09999999999999787
104,Azerbaijan,31.7,68.3,2021,Safe,0.09999999999999787
108,Azerbaijan,32.3,67.7,2022,Safe,0.5999999999999979
110,Azerbaijan,31.8,68.2,2023,Safe,-0.49999999999999645
114,Azerbaijan,31.6,68.4,2024,Safe,-0.1999999999999993
114,Azerbaijan,31.8,68.2,2025,Safe,0.1999999999999993
20,Bahamas,63.2,36.8,2017,Unsafe,
18,Bahamas,62.9,37.1,2020,Unsafe,-0.30000000000000426
19,Bahamas,62.3,37.7,2021,Unsafe,-0.6000000000000014
20,Bahamas,62.5,37.5,2022,Unsafe,0.20000000000000284
21,Bahamas,62.4,37.6,2023,Unsafe,-0.10000000000000142
35,Bahamas,56.5,43.5,2024,Moderate,-5.899999999999999
33,Bahamas,56.9,43.1,2025,Moderate,0.3999999999999986
78,Bahrain,37.3,62.7,2016,Safe,
89,Bahrain,35.3,64.7,2017,Safe,-2.0
80,Bahrain,37.0,63.0,2018,Safe,1.7000000000000028
88,Bahrain,32.9,67.1,2019,Safe,-4.100000000000001
103,Bahrain,29.3,70.7,2020,Very Safe,-3.599999999999998
117,Bahrain,26.1,73.9,2021,Very Safe,-3.1999999999999993
127,Bahrain,24.4,75.6,2022,Very Safe,-1.7000000000000028
133,Bahrain,24.0,76.0,2023,Very Safe,-0.3999999999999986
134,Bahrain,23.9,76.1,2024,Very Safe,-0.10000000000000142
132,Bahrain,24.5,75.5,2025,Very Safe,0.6000000000000014
11,Bangladesh,68.6,31.4,2016,Unsafe,
14,Bangladesh,67.2,32.8,2017,Unsafe,-1.3999999999999915
8,Bangladesh,68.5,31.5,2018,Unsafe,1.2999999999999972
11,Bangladesh,65.8,34.2,2019,Unsafe,-2.700000000000003
16,Bangladesh,63.9,36.1,2020,Unsafe,-1.8999999999999986
15,Bangladesh,64.2,35.8,2021,Unsafe,0.30000000000000426
18,Bangladesh,63.4,36.6,2022,Unsafe,-0.8000000000000043
20,Bangladesh,62.6,37.4,2023,Unsafe,-0.7999999999999972
25,Bangladesh,61.5,38.5,2024,Unsafe,-1.1000000000000014
22,Bangladesh,61.6,38.4,2025,Unsafe,0.10000000000000142
65,Barbados,46.6,53.4,2022,Moderate,
61,Barbados,47.9,52.1,2023,Moderate,1.2999999999999972
67,Barbados,47.1,52.9,2024,Moderate,-0.7999999999999972
79,Barbados,44.9,55.1,2025,Safe,-2.200000000000003
102,Belarus,27.6,72.4,2016,Very Safe,
116,Belarus,22.3,77.7,2017,Very Safe,-5.300000000000001
101,Belarus,26.6,73.4,2018,Very Safe,4.300000000000001
103,Belarus,23.5,76.5,2019,Very Safe,-3.1000000000000014
114,Belarus,25.0,75.0,2020,Very Safe,1.5
22,Belarus,60.3,39.7,2021,Unsafe,35.3
27,Belarus,58.4,41.6,2022,Moderate,-1.8999999999999986
34,Belarus,56.4,43.6,2023,Moderate,-2.0
53,Belarus,50.8,49.2,2024,Moderate,-5.600000000000001
57,Belarus,49.8,50.2,2025,Moderate,-1.0
57,Belgium,45.2,54.8,2016,Moderate,
64,Belgium,44.5,55.5,2017,Safe,-0.7000000000000028
60,Belgium,42.2,57.8,2018,Safe,-2.299999999999997
64,Belgium,42.5,57.5,2019,Safe,0.29999999999999716
64,Belgium,44.0,56.0,2020,Safe,1.5
69,Belgium,44.2,55.8,2021,Safe,0.20000000000000284
74,Belgium,45.4,54.6,2022,Moderate,1.1999999999999957
54,Belgium,49.1,50.9,2023,Moderate,3.700000000000003
59,Belgium,49.2,50.8,2024,Moderate,0.10000000000000142
58,Belgium,49.4,50.6,2025,Moderate,0.19999999999999574
43,Belize,51.3,48.7,2021,Moderate,
48,Belize,51.5,48.5,2022,Moderate,0.20000000000000284
44,Belize,53.1,46.9,2023,Moderate,1.6000000000000014
44,Belize,53.0,47.0,2024,Moderate,-0.10000000000000142
46,Belize,52.7,47.3,2025,Moderate,-0.29999999999999716
27,Bolivia,56.6,43.4,2016,Moderate,
26,Bolivia,59.5,40.5,2017,Moderate,2.8999999999999986
27,Bolivia,52.9,47.1,2018,Moderate,-6.600000000000001
28,Bolivia,53.3,46.7,2019,Moderate,0.3999999999999986
38,Bolivia,52.9,47.1,2020,Moderate,-0.3999999999999986
35,Bolivia,55.4,44.6,2021,Moderate,2.5
28,Bolivia,58.3,41.7,2022,Moderate,2.8999999999999986
25,Bolivia,60.8,39.2,2023,Unsafe,2.5
17,Bolivia,64.6,35.4,2024,Unsafe,3.799999999999997
15,Bolivia,65.0,35.0,2025,Unsafe,0.4000000000000057
66,Bosnia And Herzegovina,42.5,57.5,2016,Safe,
72,Bosnia And Herzegovina,41.0,59.0,2017,Safe,-1.5
67,Bosnia And Herzegovina,40.1,59.9,2018,Safe,-0.8999999999999986
60,Bosnia And Herzegovina,43.8,56.2,2019,Safe,3.6999999999999957
69,Bosnia And Herzegovina,43.0,57.0,2020,Safe,-0.7999999999999972
75,Bosnia And Herzegovina,43.0,57.0,2021,Safe,0.0
86,Bosnia And Herzegovina,42.2,57.8,2022,Safe,-0.7999999999999972
83,Bosnia And Herzegovina,42.9,57.1,2023,Safe,0.6999999999999957
94,Bosnia And Herzegovina,40.9,59.1,2024,Safe,-2.0
90,Bosnia And Herzegovina,41.7,58.3,2025,Safe,0.8000000000000043
28,Botswana,58.2,41.8,2017,Moderate,
36,Botswana,53.5,46.5,2020,Moderate,-4.700000000000003
40,Botswana,52.8,47.2,2021,Moderate,-0.7000000000000028
47,Botswana,52.4,47.6,2022,Moderate,-0.3999999999999986
43,Botswana,53.7,46.3,2023,Moderate,1.3000000000000043
48,Botswana,52.2,47.8,2024,Moderate,-1.5
47,Botswana,52.7,47.3,2025,Moderate,0.5
9,Brazil,71.2,28.8,2016,Unsafe,
9,Brazil,70.6,29.4,2017,Unsafe,-0.6000000000000085
6,Brazil,70.6,29.4,2018,Unsafe,0.0
7,Brazil,70.2,29.8,2019,Unsafe,-0.3999999999999915
7,Brazil,68.9,31.1,2020,Unsafe,-1.2999999999999972
10,Brazil,67.8,32.2,2021,Unsafe,-1.1000000000000085
12,Brazil,67.0,33.0,2022,Unsafe,-0.7999999999999972
12,Brazil,66.6,33.4,2023,Unsafe,-0.4000000000000057
15,Brazil,65.6,34.4,2024,Unsafe,-1.0
16,Brazil,64.5,35.5,2025,Unsafe,-1.0999999999999943
79,Brunei,37.0,63.0,2016,Safe,
87,Brunei,36.1,63.9,2017,Safe,-0.8999999999999986
107,Brunei,27.7,72.3,2020,Very Safe,-8.400000000000002
112,Brunei,28.0,72.0,2021,Very Safe,0.3000000000000007
116,Brunei,29.0,71.0,2022,Very Safe,1.0
117,Brunei,29.0,71.0,2023,Very Safe,0.0
119,Brunei,29.5,70.5,2024,Very Safe,0.5
119,Brunei,29.3,70.7,2025,Very Safe,-0.1999999999999993
70,Bulgaria,41.4,58.6,2016,Safe,
75,Bulgaria,40.2,59.8,2017,Safe,-1.1999999999999957
69,Bulgaria,39.7,60.3,2018,Safe,-0.5
72,Bulgaria,40.0,60.0,2019,Safe,0.29999999999999716
85,Bulgaria,38.5,61.5,2020,Safe,-1.5
90,Bulgaria,38.1,61.9,2021,Safe,-0.3999999999999986
96,Bulgaria,38.7,61.3,2022,Safe,0.6000000000000014
97,Bulgaria,38.0,62.0,2023,Safe,-0.7000000000000028
103,Bulgaria,37.1,62.9,2024,Safe,-0.8999999999999986
103,Bulgaria,36.1,63.9,2025,Safe,-1.0
46,Cambodia,48.2,51.8,2016,Moderate,
32,Cambodia,54.6,45.4,2017,Moderate,6.399999999999999
24,Cambodia,54.4,45.6,2018,Moderate,-0.20000000000000284
34,Cambodia,51.3,48.7,2019,Moderate,-3.1000000000000014
40,Cambodia,50.7,49.3,2020,Moderate,-0.5999999999999943
45,Cambodia,51.2,48.8,2021,Moderate,0.5
50,Cambodia,50.7,49.3,2022,Moderate,-0.5
45,Cambodia,52.9,47.1,2023,Moderate,2.1999999999999957
45,Cambodia,52.8,47.2,2024,Moderate,-0.10000000000000142
51,Cambodia,51.3,48.7,2025,Moderate,-1.5
13,Cameroon,66.6,33.4,2022,Unsafe,
15,Cameroon,64.8,35.2,2023,Unsafe,-1.7999999999999972
21,Cameroon,63.5,36.5,2024,Unsafe,-1.2999999999999972
14,Cameroon,65.5,34.5,2025,Unsafe,2.0
72,Canada,39.2,60.8,2016,Safe,
78,Canada,39.2,60.8,2017,Safe,0.0
72,Canada,39.3,60.7,2018,Safe,0.09999999999999432
74,Canada,39.5,60.5,2019,Safe,0.20000000000000284
80,Canada,39.7,60.3,2020,Safe,0.20000000000000284
81,Canada,41.2,58.8,2021,Safe,1.5
83,Canada,42.9,57.1,2022,Safe,1.6999999999999957
81,Canada,44.3,55.7,2023,Safe,1.3999999999999986
78,Canada,45.2,54.8,2024,Moderate,0.9000000000000057
73,Canada,45.7,54.3,2025,Moderate,0.5
117,Cayman Islands,30.8,69.2,2025,Safe,
68,Chile,42.0,58.0,2016,Safe,
55,Chile,47.5,52.5,2017,Moderate,5.5
47,Chile,46.5,53.5,2018,Moderate,-1.0
46,Chile,46.8,53.2,2019,Moderate,0.29999999999999716
59,Chile,45.2,54.8,2020,Moderate,-1.5999999999999943
41,Chile,52.1,47.9,2021,Moderate,6.899999999999999
40,Chile,54.0,46.0,2022,Moderate,1.8999999999999986
31,Chile,58.1,41.9,2023,Moderate,4.100000000000001
32,Chile,59.3,40.7,2024,Moderate,1.1999999999999957
27,Chile,60.5,39.5,2025,Unsafe,1.2000000000000028
88,China,32.1,67.9,2016,Safe,
92,China,33.9,66.1,2017,Safe,1.7999999999999972
71,China,39.4,60.6,2018,Safe,5.5
54,China,45.5,54.5,2019,Moderate,6.100000000000001
97,China,31.8,68.2,2020,Safe,-13.7
106,China,30.2,69.8,2021,Safe,-1.6000000000000014
115,China,29.4,70.6,2022,Very Safe,-0.8000000000000007
124,China,26.3,73.7,2023,Very Safe,-3.099999999999998
131,China,24.9,75.1,2024,Very Safe,-1.4000000000000021
133,China,24.0,76.0,2025,Very Safe,-0.8999999999999986
44,Colombia,48.5,51.5,2016,Moderate,
39,Colombia,51.7,48.3,2017,Moderate,3.200000000000003
34,Colombia,50.7,49.3,2018,Moderate,-1.0
35,Colombia,51.3,48.7,2019,Moderate,0.5999999999999943
33,Colombia,54.8,45.2,2020,Moderate,3.5
32,Colombia,55.8,44.2,2021,Moderate,1.0
31,Colombia,57.7,42.3,2022,Moderate,1.9000000000000057
27,Colombia,60.2,39.8,2023,Unsafe,2.5
27,Colombia,61.2,38.8,2024,Unsafe,1.0
24,Colombia,60.9,39.1,2025,Unsafe,-0.30000000000000426
25,Costa Rica,57.6,42.4,2016,Moderate,
30,Costa Rica,55.9,44.1,2017,Moderate,-1.7000000000000028
25,Costa Rica,53.9,46.1,2018,Moderate,-2.0
24,Costa Rica,56.1,43.9,2019,Moderate,2.200000000000003
32,Costa Rica,56.3,43.7,2020,Moderate,0.19999999999999574
36,Costa Rica,55.3,44.7,2021,Moderate,-1.0
41,Costa Rica,53.9,46.1,2022,Moderate,-1.3999999999999986
42,Costa Rica,53.8,46.2,2023,Moderate,-0.10000000000000142
43,Costa Rica,53.7,46.3,2024,Moderate,-0.09999999999999432
43,Costa Rica,54.1,45.9,2025,Moderate,0.3999999999999986
99,Croatia,29.5,70.5,2016,Very Safe,
105,Croatia,27.8,72.2,2017,Very Safe,-1.6999999999999993
100,Croatia,27.0,73.0,2018,Very Safe,-0.8000000000000007
101,Croatia,24.7,75.3,2019,Very Safe,-2.3000000000000007
115,Croatia,24.7,75.3,2020,Very Safe,0.0
122,Croatia,24.9,75.1,2021,Very Safe,0.1999999999999993
130,Croatia,24.1,75.9,2022,Very Safe,-0.7999999999999972
131,Croatia,24.6,75.4,2023,Very Safe,0.5
128,Croatia,26.0,74.0,2024,Very Safe,1.3999999999999986
130,Croatia,25.5,74.5,2025,Very Safe,-0.5
110,Cuba,27.5,72.5,2020,Very Safe,
110,Cuba,29.1,70.9,2021,Very Safe,1.6000000000000014
111,Cuba,30.9,69.1,2022,Safe,1.7999999999999972
111,Cuba,31.6,68.4,2023,Safe,0.7000000000000028
108,Cuba,33.4,66.6,2024,Safe,1.7999999999999972
105,Cuba,34.4,65.6,2025,Safe,1.0
95,Cyprus,30.2,69.8,2016,Safe,
94,Cyprus,32.5,67.5,2017,Safe,2.3000000000000007
93,Cyprus,30.2,69.8,2018,Safe,-2.3000000000000007
96,Cyprus,29.3,70.7,2019,Very Safe,-0.8999999999999986
100,Cyprus,30.0,70.0,2020,Very Safe,0.6999999999999993
103,Cyprus,32.0,68.0,2021,Safe,2.0
110,Cyprus,32.1,67.9,2022,Safe,0.10000000000000142
114,Cyprus,31.4,68.6,2023,Safe,-0.7000000000000028
112,Cyprus,32.4,67.6,2024,Safe,1.0
108,Cyprus,33.1,66.9,2025,Safe,0.7000000000000028
89,Czech Republic,32.1,67.9,2016,Safe,
100,Czech Republic,30.2,69.8,2017,Safe,-1.9000000000000021
97,Czech Republic,28.8,71.2,2018,Very Safe,-1.3999999999999986
100,Czech Republic,26.7,73.3,2019,Very Safe,-2.1000000000000014
112,Czech Republic,25.5,74.5,2020,Very Safe,-1.1999999999999993
119,Czech Republic,25.3,74.7,2021,Very Safe,-0.1999999999999993
124,Czech Republic,25.5,74.5,2022,Very Safe,0.1999999999999993
122,Czech Republic,26.6,73.4,2023,Very Safe,1.1000000000000014
122,Czech Republic,26.8,73.2,2024,Very Safe,0.1999999999999993
125,Czech Republic,26.5,73.5,2025,Very Safe,-0.3000000000000007
106,Denmark,25.7,74.3,2016,Very Safe,
117,Denmark,21.1,78.9,2017,Very Safe,-4.599999999999998
105,Denmark,22.0,78.0,2018,Very Safe,0.8999999999999986
102,Denmark,24.2,75.8,2019,Very Safe,2.1999999999999993
113,Denmark,25.1,74.9,2020,Very Safe,0.9000000000000021
116,Denmark,26.7,73.3,2021,Very Safe,1.5999999999999979
121,Denmark,26.6,73.4,2022,Very Safe,-0.09999999999999787
123,Denmark,26.6,73.4,2023,Very Safe,0.0
125,Denmark,26.3,73.7,2024,Very Safe,-0.3000000000000007
128,Denmark,26.0,74.0,2025,Very Safe,-0.3000000000000007
18,Dominican Republic,63.2,36.8,2016,Unsafe,
23,Dominican Republic,62.6,37.4,2017,Unsafe,-0.6000000000000014
18,Dominican Republic,61.5,38.5,2018,Unsafe,-1.1000000000000014
18,Dominican Republic,61.4,38.6,2019,Unsafe,-0.10000000000000142
23,Dominican Republic,61.2,38.8,2020,Unsafe,-0.19999999999999574
23,Dominican Republic,60.1,39.9,2021,Unsafe,-1.1000000000000014
22,Dominican Republic,60.9,39.1,2022,Unsafe,0.7999999999999972
23,Dominican Republic,61.2,38.8,2023,Unsafe,0.30000000000000426
29,Dominican Republic,60.5,39.5,2024,Unsafe,-0.7000000000000028
26,Dominican Republic,60.5,39.5,2025,Unsafe,0.0
34,Ecuador,52.9,47.1,2016,Moderate,
44,Ecuador,50.9,49.1,2017,Moderate,-2.0
39,Ecuador,49.2,50.8,2018,Moderate,-1.6999999999999957
40,Ecuador,49.0,51.0,2019,Moderate,-0.20000000000000284
39,Ecuador,50.9,49.1,2020,Moderate,1.8999999999999986
38,Ecuador,54.4,45.6,2021,Moderate,3.5
